,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
851,851,851,Monet3.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
852,852,852,Monet31.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Claude Monet. The author of this painting is Pablo Picasso. The author of this painting,monet, Claude Monet
853,853,853,Monet34.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Claude Monet. The author of this painting is Pablo Picasso. The author of this painting,monet, Claude Monet
854,854,854,Monet35.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
855,855,855,Monet36.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan Șerbănescu. The author of this painting is Pablo,orest kiprensky, Ștefan Șerbănescu
856,856,856,Monet37.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Claude Monet. The author of this painting is Pablo Picasso. The author of this painting,monet, Claude Monet
857,857,857,Monet38.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
858,858,858,Monet39.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
859,859,859,Monet4.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Claude Monet. The author of this painting is Pablo Picasso. The author of this,monet,  Claude Monet
860,860,860,Monet40.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
861,861,861,Monet41.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィァンク. The author of this painting is ヴィァ,arent arentsz, ヴィァンク
862,862,862,Monet5.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
863,863,863,Monet7.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Claude Monet】. The author of this painting is 【Claude,monet, 【Claude Monet】
864,864,864,Monet8.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
865,865,865,Monet9.jpg,monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
866,866,866,Moreau1.jpg,gustave moreau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
867,867,867,Morisot1.jpg,berthe morisot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
868,868,868,Morisot2.jpg,berthe morisot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
869,869,869,MulierElder1.jpg,pieter mulier the elder,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
870,870,870,Munnichhoven1.jpg,hendrik munnichhoven,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is.................. The author of this painting is.................. The author of this painting,arent arentsz,
871,871,871,Murillo1.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
872,872,872,Murillo2.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
873,873,873,Murillo3.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
874,874,874,Murillo4.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Francisco José de Goya y Lucientes. The author of this painting is Pablo Picasso,francisco goya, 	Francisco José de Goya y Lucientes
875,875,875,Murillo5.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Francisco de Goya y Lucientes. The author of this painting is Pablo Picasso.,francisco goya, 	Francisco de Goya y Lucientes
876,876,876,Murillo6.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernesto bazur. The author of this painting is Picasso. The author of this painting,jacob ernst thomann von hagelstein, ernesto bazur
877,877,877,Murillo7.jpg,bartolome esteban murillo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
878,878,878,Nonell1.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
879,879,879,Nonell10.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
880,880,880,Nonell2.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
881,881,881,Nonell3.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
882,882,882,Nonell4.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
883,883,883,Nonell5.jpg,isidre nonell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
